County,State,Population,Lat,Long_
Clark,Kentucky,36263,37.9689263,-84.14615986
Clark,Missouri,6797,40.41040752,-91.73661677
Clark,Nevada,2266715,36.21458855,-115.0130241
Clark,Ohio,134083,39.91592258,-83.78498252
Clark,South Dakota,3736,44.85834507,-97.72925109
Clark,Washington,488241,45.77568046,-122.48292040000001
Clark,Wisconsin,34774,44.73483377,-90.61207486
Clarke,Alabama,23622,31.68099859,-87.83548597
Clarke,Georgia,128331,33.95436462,-83.37124007
Clarke,Iowa,9395,41.02868181,-93.78499767
Clarke,Mississippi,15541,32.04158545,-88.68896219999998
Clarke,Virginia,14619,39.11271747,-77.99199425
Clatsop,Oregon,40224,45.99712889,-123.660711
Clay,Alabama,13235,33.26984193,-85.85836077
Clay,Arkansas,14551,36.36826212,-90.4148172
Clay,Florida,219252,29.98319144,-81.85609986
Clay,Georgia,2834,31.62221166,-84.97713865
Clay,Illinois,13184,38.75388572,-88.48914513
Clay,Indiana,26225,39.39561833,-87.11723506
Clay,Iowa,16016,43.08247182,-95.15096481
Clay,Kansas,8002,39.34948772,-97.16518128
Clay,Kentucky,19901,37.16451126,-83.712575
Clay,Minnesota,64222,46.89289518,-96.48761922
Clay,Mississippi,19316,33.65358105,-88.77784255
Clay,Missouri,249948,39.31132056,-94.41850862
Clay,Nebraska,6203,40.52439441,-98.05126296
Clay,North Carolina,11231,35.05704275,-83.74353633
Clay,South Dakota,14070,42.91296147,-96.97656917
Clay,Tennessee,7615,36.55151008,-85.53930419
Clay,Texas,10471,33.78686685,-98.20771198
Clay,West Virginia,8508,38.46231092,-81.07652217
Clayton,Georgia,292256,33.54187245,-84.35594188
Clayton,Iowa,17549,42.84443388,-91.34133693
Clear Creek,Colorado,9700,39.68864463,-105.6463118
Clearfield,Pennsylvania,79255,41.00110782,-78.47592663
Clearwater,Idaho,8756,46.67459924,-115.6622393
Clearwater,Minnesota,8818,47.57992111,-95.37790562
Cleburne,Alabama,14910,33.67679204,-85.52005899
Cleburne,Arkansas,24919,35.53864922,-92.02640019
Clermont,Ohio,206428,39.04847534,-84.15375786
Cleveland,Arkansas,7956,33.89723187,-92.18537045
Cleveland,North Carolina,97947,35.33553364,-81.55204486
Cleveland,Oklahoma,284014,35.20413532,-97.32519562
Clinch,Georgia,6618,30.91395822,-82.70432472
Clinton,Illinois,37562,38.60704876,-89.42385254
Clinton,Indiana,32399,40.30319754,-86.47277257
Clinton,Iowa,46429,41.89981633,-90.53275096
Clinton,Kentucky,10218,36.72581156,-85.13377529
Clinton,Michigan,79595,42.94400871,-84.60145248
Clinton,Missouri,20387,39.6013098,-94.40465394
Clinton,New York,80485,44.74530905,-73.67875352
Clinton,Ohio,41968,39.41485808,-83.80852286
Clinton,Pennsylvania,38632,41.23255967,-77.63785995
Cloud,Kansas,8786,39.48028352,-97.64925343
Coahoma,Mississippi,22124,34.22772299,-90.60415045
Coal,Oklahoma,5495,34.58840127,-96.29798747
Cobb,Georgia,760141,33.94243204,-84.5761255
Cochise,Arizona,125922,31.87934684,-109.7516088
Cochran,Texas,2853,33.60425307,-102.82844990000001
Cocke,Tennessee,36004,35.9278914,-83.11828725
Coconino,Arizona,143476,35.83883429,-111.77071780000001
Codington,South Dakota,28009,44.97788119,-97.18827677
Coffee,Alabama,52342,31.39932826,-85.98901039
Coffee,Georgia,43273,31.54892966,-82.85492059999999
Coffee,Tennessee,56520,35.49090731,-86.07311784
Coffey,Kansas,8179,38.2365018,-95.73379515
Coke,Texas,3387,31.88911733,-100.5297533
Colbert,Alabama,55241,34.69847452,-87.80168544
Cole,Missouri,76745,38.50455671,-92.27860244
Coleman,Texas,8175,31.76736834,-99.45240766
Coles,Illinois,50621,39.51949084,-88.22358557
Colfax,Nebraska,10709,41.57486951,-97.0868542
Colfax,New Mexico,11941,36.60569702,-104.64726740000002
Colleton,South Carolina,37677,32.87582989,-80.67641292
Collier,Florida,384902,26.11091986,-81.34687065
Collin,Texas,1034730,33.18820114,-96.57264368
Collingsworth,Texas,2920,34.96489496,-100.27001109999999
Colonial Heights,Virginia,17370,37.26420587,-77.39609676
Colorado,Texas,21493,29.622097999999998,-96.5273805
Colquitt,Georgia,45600,31.18810588,-83.7677946
Columbia,Arkansas,23457,33.21230701,-93.22642793
Columbia,Florida,71686,30.22509788,-82.62160164
Columbia,Georgia,156714,33.54534185,-82.263524
Columbia,New York,59461,42.24819348,-73.63089095
Columbia,Oregon,52354,45.94464254,-123.08908980000001
Columbia,Pennsylvania,64964,41.04821986,-76.40565017
Columbia,Washington,3985,46.29442881,-117.9051983
Columbia,Wisconsin,57532,43.46492199,-89.33589004
Columbiana,Ohio,101883,40.76932373,-80.78094576
Columbus,North Carolina,55508,34.26744084,-78.65801424
Colusa,California,21547,39.17881957,-122.2331726
Comal,Texas,156209,29.80811278,-98.27647225
Comanche,Kansas,1700,37.19114520000001,-99.27113247
Comanche,Oklahoma,120749,34.65973764,-98.47195055
Comanche,Texas,13635,31.94854689,-98.55876441
Concho,Texas,2726,31.32635934,-99.86473038
Concordia,Louisiana,19259,31.44817835,-91.63814433
Conecuh,Alabama,12067,31.43401703,-86.99320044
Conejos,Colorado,8205,37.201606,-106.19174879999998
Contra Costa,California,1153526,37.91923498,-121.9289527
Converse,Wyoming,13822,42.97272268,-105.5081848
Conway,Arkansas,20846,35.26205537,-92.70506566
Cook,Georgia,17270,31.16068491,-83.42947229
Cook,Illinois,5150233,41.84144849,-87.81658794
Cook,Minnesota,5463,47.90504893,-90.52629546
Cooke,Texas,41257,33.63979567,-97.21240912
Cooper,Missouri,17709,38.844478,-92.80896081
Coosa,Alabama,10663,32.93690146,-86.24847739
Coos,New Hampshire,31563,44.69063265,-71.30633239
Coos,Oregon,64487,43.17406868,-124.0594514
Copiah,Mississippi,28065,31.86977774,-90.44565118
Corson,South Dakota,4086,45.70889983,-101.1970473
Cortland,New York,47581,42.59509207,-76.07048931
Coryell,Texas,75951,31.39078397,-97.79936155
Coshocton,Ohio,36600,40.30096166,-81.91729018
Costilla,Colorado,3887,37.27732493,-105.4276548
Cottle,Texas,1398,34.07783319,-100.27850620000001
Cotton,Oklahoma,5666,34.28845626,-98.37053567
Cottonwood,Minnesota,11196,44.00715262,-95.18138802
Covington,Virginia,5538,37.7824656,-79.98631446
Covington,Alabama,37049,31.247785399999998,-86.45050893
Covington,Mississippi,18636,31.63225413,-89.55389939
Coweta,Georgia,148509,33.35334302,-84.76129976
Cowley,Kansas,34908,37.23781842,-96.83776647
Cowlitz,Washington,110593,46.19074721,-122.6782231
Craig,Oklahoma,14142,36.76268118,-95.20916602
Craig,Virginia,5131,37.48133648,-80.21072274
Craighead,Arkansas,110332,35.83018283,-90.63235729
Crane,Texas,4797,31.43052248,-102.5143314
Craven,North Carolina,102139,35.11833364,-77.08398081
Crawford,Arkansas,63257,35.58928601,-94.2446814
Crawford,Georgia,12404,32.71391813,-83.98061238
Crawford,Illinois,18667,39.0032229,-87.75954624
Crawford,Indiana,10577,38.28814402,-86.44518825
Crawford,Iowa,16820,42.03718237,-95.3819718
Crawford,Kansas,38818,37.50675523,-94.85245778
Crawford,Michigan,14029,44.68255561,-84.61006219
Crawford,Missouri,23920,37.97663738,-91.30528104
Crawford,Ohio,41494,40.85065156,-82.91989099
Crawford,Pennsylvania,84629,41.68447709,-80.10760592
Crawford,Wisconsin,16131,43.23870316,-90.93073686
Creek,Oklahoma,71522,35.90230551,-96.37086028
Crenshaw,Alabama,13772,31.72941803,-86.31593104
Crisp,Georgia,22372,31.92289565,-83.76811843
Crittenden,Arkansas,47955,35.21247318,-90.30839406
Crittenden,Kentucky,8806,37.35839237,-88.08826090000002
Crockett,Tennessee,14230,35.81830662,-89.14916269
Crockett,Texas,3464,30.72367027,-101.4134238
Crook,Oregon,24404,44.14230227,-120.356297
Crook,Wyoming,7584,44.58855102,-104.56977049999999
Crosby,Texas,5737,33.61431553,-101.30003640000001
Cross,Arkansas,16419,35.29631396,-90.77185818
Crowley,Colorado,6061,38.32608609,-103.7844965
Crow Wing,Minnesota,65055,46.48096553,-94.06755609
Culberson,Texas,2171,31.44506775,-104.5185739
Cullman,Alabama,83768,34.13020303,-86.86888037
Culpeper,Virginia,52605,38.48199985,-77.95630870000002
Cumberland,Illinois,10766,39.27432424,-88.2401158
Cumberland,Kentucky,6614,36.78926125,-85.39050034
Cumberland,Maine,295003,43.8370751,-70.37226999
Cumberland,New Jersey,149527,39.37199394,-75.10712559
Cumberland,North Carolina,335509,35.04762133,-78.82623165
Cumberland,Pennsylvania,253370,40.1625372,-77.26130755
Cumberland,Tennessee,60520,35.95271721,-84.99840585
Cumberland,Virginia,9932,37.51328851,-78.24398086
Cuming,Nebraska,8846,41.91637624,-96.78730772
Currituck,North Carolina,27763,36.36123664,-75.95876401
Curry,New Mexico,48954,34.57421077,-103.34688759999999
Curry,Oregon,22925,42.45911325,-124.15728200000001
Custer,Colorado,5068,38.10883162,-105.3683478
Custer,Idaho,4315,44.24186819,-114.2855494
Custer,Montana,11402,46.25319932,-105.57375259999998
Custer,Nebraska,10777,41.39374521,-99.72805369
Custer,Oklahoma,29003,35.63853802,-99.00170785
Custer,South Dakota,8972,43.67741105,-103.45345209999999
Cuyahoga,Ohio,1235072,41.424119,-81.65918339
Dade,Georgia,16116,34.854916700000004,-85.50490424
Dade,Missouri,7561,37.431814,-93.8503345
Daggett,Utah,950,40.9994043,-109.3756902
Dakota,Minnesota,429021,44.67172617,-93.06299363
Dakota,Nebraska,20026,42.39040144,-96.56656425
Dale,Alabama,49172,31.43037123,-85.61095742
Dallam,Texas,7287,36.27787176,-102.60207249999999
Dallas,Alabama,37196,32.32688101,-87.10866709999998
Dallas,Arkansas,7009,33.97042763,-92.65167437
Dallas,Iowa,93453,41.68560356,-94.04127625
Dallas,Missouri,16878,37.681135499999996,-93.02127031
Dallas,Texas,2635516,32.76670599,-96.77796049999999
Dane,Wisconsin,546695,43.06601594,-89.41733797
Daniels,Montana,1690,48.78420029,-105.54763429999998
Danville,Virginia,40044,36.58022376,-79.40395668
Dare,North Carolina,37009,35.66520691,-75.71767334
Darke,Ohio,51113,40.13412966,-84.6194517
Darlington,South Carolina,66618,34.33358335,-79.96027485
Dauphin,Pennsylvania,278299,40.41377078,-76.77993242
Davidson,North Carolina,167609,35.79115496,-80.21256572
Davidson,Tennessee,694144,36.17007426,-86.78646056
Davie,North Carolina,42846,35.93099927,-80.54496571
Daviess,Indiana,33351,38.70186039,-87.07185406
Daviess,Kentucky,101511,37.73028906,-87.09019479999998
Daviess,Missouri,8278,39.96145298,-93.98519678
Davis,Iowa,9000,40.74773536,-92.41005468
Davis,Utah,355481,40.99001837,-112.1139997
Davison,South Dakota,19775,43.67490933,-98.14458906
Dawes,Nebraska,8589,42.71985036,-103.1313774
Dawson,Georgia,26108,34.44244079,-84.16964071
Dawson,Montana,8613,47.26584855,-104.89444170000002
Dawson,Nebraska,23595,40.87028216,-99.82014609999999
Dawson,Texas,12728,32.74255572,-101.94772420000001
Day,South Dakota,5424,45.367281,-97.60737498
Deaf Smith,Texas,18546,34.96522957,-102.6054267
Dearborn,Indiana,49458,39.14647946,-84.97333539
De Baca,New Mexico,1748,34.34274529,-104.4117842
Decatur,Georgia,26404,30.87967778,-84.57619536
Decatur,Indiana,26559,39.30712658,-85.50087166
Decatur,Iowa,7870,40.73742757,-93.78645949
Decatur,Kansas,2827,39.78468441,-100.45940809999999
Decatur,Tennessee,11663,35.60048904,-88.11043779
Deer Lodge,Montana,9140,46.05953325,-113.073353
Defiance,Ohio,38087,41.32398837,-84.49076944
DeKalb,Alabama,71513,34.45946862,-85.80782906
DeKalb,Georgia,759297,33.76944049,-84.22396017
DeKalb,Illinois,104897,41.89373302,-88.76958483
DeKalb,Indiana,43475,41.39804622,-84.99906934
DeKalb,Missouri,12547,39.89201062,-94.40476508
DeKalb,Tennessee,20490,35.97616272,-85.83689361
Delaware,Indiana,114135,40.22787247,-85.39732772
Delaware,Iowa,17011,42.47104597,-91.3664492
Delaware,New York,44135,42.19837623,-74.96709306
Delaware,Ohio,209177,40.27942393,-83.00457058
Delaware,Oklahoma,43009,36.40823634,-94.80325046
Delaware,Pennsylvania,566747,39.91680171,-75.40243663
Del Norte,California,27812,41.74228275,-123.89740630000001
Delta,Colorado,31162,38.86246243,-107.86313419999999
Delta,Michigan,35784,45.90484910000001,-86.9080745
Delta,Texas,5331,33.38570922,-95.66921122
Denali,Alaska,2097,63.67264044,-150.0076108
Dent,Missouri,15573,37.60663134,-91.50790473
Denton,Texas,887207,33.20521901,-97.11691153
Denver,Colorado,727211,39.76018276,-104.87256950000001
Deschutes,Oregon,197692,43.91570171,-121.2289121
Desha,Arkansas,11361,33.83011025,-91.25500948
Des Moines,Iowa,38967,40.92012606,-91.18326592
DeSoto,Florida,38001,27.18677893,-81.80941373
DeSoto,Mississippi,184945,34.87625235,-89.99091418
De Soto,Louisiana,27463,32.05457447,-93.74130302
Deuel,Nebraska,1794,41.11168186,-102.33333309999999
Deuel,South Dakota,4351,44.75994309,-96.66943645
Dewey,Oklahoma,4891,35.98772922,-99.00730714
Dewey,South Dakota,5892,45.15639647,-100.8709139
De Witt,Illinois,15638,40.17514519,-88.90959682
DeWitt,Texas,20160,29.08101855,-97.35681170000001
Dickens,Texas,2211,33.61616822,-100.7788855
Dickenson,Virginia,14318,37.12560977,-82.35124171
Dickey,North Dakota,4872,46.11017712,-98.50490079999999
Dickinson,Iowa,17258,43.37787725,-95.1510206
Dickinson,Kansas,18466,38.86600962,-97.15532383
Dickinson,Michigan,25239,46.00999672,-87.86961634
Dickson,Tennessee,53948,36.14669837,-87.35891709
Dillingham,Alaska,4916,59.79603738,-158.23819419999995
Dillon,South Carolina,30479,34.39007791,-79.37741872
Dimmit,Texas,10124,28.42270064,-99.75645095
Dinwiddie,Virginia,28544,37.07544585,-77.63451754
District of Columbia,District of Columbia,705749,38.90417773,-77.01655992
Divide,North Dakota,2264,48.814938700000006,-103.48736109999999
Dixie,Florida,16826,29.60631086,-83.15724673
Dixon,Nebraska,5636,42.49188363,-96.86782408
Doddridge,West Virginia,8448,39.27057157,-80.70671527
Dodge,Georgia,20605,32.17265114,-83.16948926
Dodge,Minnesota,20934,44.02238415,-92.86244324
Dodge,Nebraska,36565,41.58071748,-96.65598179
Dodge,Wisconsin,87839,43.41576662,-88.70928178
Dolores,Colorado,2055,37.75208676,-108.5211585
Doña Ana,New Mexico,218195,32.3948618,-106.81852
Doniphan,Kansas,7600,39.79067154,-95.14056866
Donley,Texas,3278,34.96517499,-100.8140093
Dooly,Georgia,13390,32.15630737,-83.79746561
Door,Wisconsin,27668,44.95856458,-87.30002707
Dorchester,Maryland,31929,38.45413522,-76.02752426
Dorchester,South Carolina,162809,33.0794369,-80.40502652
Dougherty,Georgia,87956,31.53328528,-84.21722377
Douglas,Colorado,351154,39.33133796,-104.930001
Douglas,Georgia,146343,33.70291126,-84.77026156
Douglas,Illinois,19465,39.76768052,-88.21854195
Douglas,Kansas,122259,38.88503636,-95.2925121
Douglas,Minnesota,38141,45.93348491,-95.45335469
Douglas,Missouri,13185,36.9325593,-92.49905109
Douglas,Nebraska,571327,41.29518299,-96.15085305
Douglas,Nevada,48905,38.912862,-119.61713329999999
Douglas,Oregon,110980,43.27941273,-123.16729099999999
Douglas,South Dakota,2921,43.38520741,-98.36978007
Douglas,Washington,43429,47.7361335,-119.69293700000001
Douglas,Wisconsin,43150,46.43222285,-91.91595768
Drew,Arkansas,18219,33.59035001,-91.71777921
Dubois,Indiana,42736,38.36597551,-86.87924170000002
Dubuque,Iowa,97311,42.46815349,-90.88181925
Duchesne,Utah,19938,40.2505117,-110.3762669
Dukes,Massachusetts,17332,41.390394,-70.5139154
Dundy,Nebraska,1693,40.17638677,-101.6876522
Dunklin,Missouri,29131,36.27167174,-90.09122243
Dunn,North Dakota,4424,47.35423935,-102.61604679999999
Dunn,Wisconsin,45368,44.94562799,-91.8962481
DuPage,Illinois,922921,41.85116968,-88.08642662
Duplin,North Carolina,58741,34.93449805,-77.93140529
Durham,North Carolina,321488,36.03638492,-78.87608331
Dutchess,New York,294218,41.76486060000001,-73.74356679
Duval,Florida,957755,30.33225875,-81.66976468
Duval,Texas,11157,27.68184592,-98.50864568
Dyer,Tennessee,37159,36.05931946,-89.41542855
Eagle,Colorado,55127,39.62754308,-106.6933637
Early,Georgia,10190,31.32155345,-84.90255207
East Baton Rouge,Louisiana,440059,30.53842039,-91.09777565
East Carroll,Louisiana,6861,32.73926954,-91.23425694
East Feliciana,Louisiana,19135,30.84425359,-91.04976723
Eastland,Texas,18360,32.32743996,-98.83243566
Eaton,Michigan,110268,42.59599185,-84.83740035
Eau Claire,Wisconsin,104646,44.726614,-91.28609183
Echols,Georgia,4006,30.71101099,-82.89687287
Ector,Texas,166223,31.86898877,-102.54294279999999
Eddy,New Mexico,58460,32.47167456,-104.3053527
Eddy,North Dakota,2287,47.71701474,-98.90432337
Edgar,Illinois,17161,39.6809186,-87.74759563
Edgecombe,North Carolina,51472,35.91230639,-77.59436892
Edgefield,South Carolina,27260,33.77221995,-81.96231108
Edmonson,Kentucky,12150,37.21218923,-86.23955613
Edmunds,South Dakota,3829,45.41846445,-99.21545423
Edwards,Illinois,6395,38.41353228,-88.05720863
Edwards,Kansas,2798,37.88735543,-99.31263309
Edwards,Texas,1932,29.98202582,-100.304252
Effingham,Georgia,64296,32.36616021,-81.34280942
Effingham,Illinois,34008,39.05935711,-88.58969584
Elbert,Colorado,26729,39.28656773,-104.13587209999999
Elbert,Georgia,19194,34.11302332,-82.83936148
El Dorado,California,192843,38.77965956,-120.5233166
Elk,Kansas,2530,37.45338105,-96.24369667
Elk,Pennsylvania,29910,41.42822061,-78.64524744
Elkhart,Indiana,206341,41.59761169,-85.85875695
Elko,Nevada,52778,41.14531606,-115.3577619
Elliott,Kentucky,7517,38.11624059,-83.09771563
Ellis,Kansas,28553,38.91458712,-99.31751551
Ellis,Oklahoma,3859,36.218019399999996,-99.75324573
Ellis,Texas,184826,32.34894117,-96.79371841
Ellsworth,Kansas,6102,38.69677695,-98.20462799
Elmore,Alabama,81209,32.59785413,-86.14415284
Elmore,Idaho,27511,43.3507101,-115.4701578
El Paso,Colorado,720403,38.83240149,-104.5251411
El Paso,Texas,839238,31.76980765,-106.23632749999999
Emanuel,Georgia,22646,32.59221302,-82.30239915
Emery,Utah,10012,38.9230307,-111.2487809
Emmet,Iowa,9208,43.37782951,-94.67858943
Emmet,Michigan,33415,45.52625509,-84.89083249
Emmons,North Dakota,3241,46.28398398,-100.2389766
Emporia,Virginia,5346,36.69455571,-77.53406129
Erath,Texas,42698,32.23602653,-98.21773417
Erie,New York,918702,42.76249024,-78.73063652
Erie,Ohio,74266,41.36796058,-82.62904521
Erie,Pennsylvania,269728,41.99253829,-80.03301954
Escambia,Alabama,36633,31.1256789,-87.15918694
Escambia,Florida,318316,30.67652764,-87.37284571
Esmeralda,Nevada,873,37.78436681,-117.63199990000001
Essex,Massachusetts,789034,42.6687626,-70.94687179
Essex,New Jersey,798975,40.78681335,-74.24657979
Essex,New York,36885,44.11630765,-73.77297842
Essex,Vermont,6163,44.72736416,-71.73579864
Essex,Virginia,10953,37.93357639,-76.94230311
Estill,Kentucky,14106,37.69241417,-83.95956369
Etowah,Alabama,102268,34.04567266,-86.04051873
Eureka,Nevada,2029,39.98100864,-116.26832040000001
Evangeline,Louisiana,33395,30.72985248,-92.39915924
Evans,Georgia,10654,32.15328841,-81.8870105
Fairbanks North Star,Alaska,96849,64.80726247,-146.5692662
Fairfax city,Virginia,24019,38.85157547,-77.29779640000002
Fairfax,Virginia,1147532,38.83677558,-77.27565836
Fairfield,Connecticut,943332,41.26809896,-73.3881171
Fairfield,Ohio,157574,39.75107189,-82.63088163
Fairfield,South Carolina,22347,34.39287073,-81.1195624
Fallon,Montana,2846,46.33478338,-104.41835649999999
Fall River,South Dakota,6713,43.23929297,-103.5275691
Falls Church,Virginia,14617,38.88485255,-77.17560759
Falls,Texas,17297,31.25350609,-96.93630086
Fannin,Georgia,26188,34.86430205,-84.316964
Fannin,Texas,35514,33.59564294,-96.10751083
Faribault,Minnesota,13653,43.67381499,-93.94787458
Faulk,South Dakota,2299,45.07082625,-99.14535601
Faulkner,Arkansas,126007,35.14719007,-92.33717519
Fauquier,Virginia,71222,38.73564842,-77.80647472
Fayette,Alabama,16302,33.72076938,-87.73886638
Fayette,Georgia,114421,33.41357794,-84.49089434
Fayette,Illinois,21336,39.00072038,-89.02452658
Fayette,Indiana,23102,39.63684962,-85.17797541
Fayette,Iowa,19650,42.86271799,-91.84412309999999
Fayette,Kentucky,323152,38.0368225,-84.45576892
Fayette,Ohio,28525,39.56021306,-83.4562016
Fayette,Pennsylvania,129274,39.92041012,-79.64291195
Fayette,Tennessee,41133,35.19615831,-89.41399032
Fayette,Texas,25346,29.87788372,-96.92076062
Fayette,West Virginia,42406,38.02974928,-81.08286634
Fentress,Tennessee,18523,36.38128818,-84.92870012
Fergus,Montana,11050,47.26331584,-109.2245206
Ferry,Washington,7627,48.471143100000006,-118.5154041
Fillmore,Minnesota,21067,43.67394126,-92.08980382
Fillmore,Nebraska,5462,40.52458567,-97.59646937
Finney,Kansas,36467,38.04340344,-100.73819379999999
Fisher,Texas,3830,32.74281316,-100.40193020000001
Flagler,Florida,115081,29.45933576,-81.31508595
Flathead,Montana,103806,48.29575866,-114.05205690000001
Fleming,Kentucky,14581,38.36758311,-83.69657514
Florence,South Carolina,138293,34.02361754,-79.70189312
Florence,Wisconsin,4295,45.84963535,-88.39804137
Floyd,Georgia,98498,34.26268279,-85.21577392
Floyd,Indiana,78522,38.32117957,-85.90385377
Floyd,Iowa,15642,43.06000529999999,-92.78940097
Floyd,Kentucky,35589,37.56213922,-82.74750924
Floyd,Texas,5712,34.07227468,-101.3031546
Floyd,Virginia,15749,36.9302126,-80.36738849
Fluvanna,Virginia,27270,37.84157909,-78.27715475
Foard,Texas,1155,33.97308618,-99.7767797
Fond du Lac,Wisconsin,103403,43.75354908,-88.48885325
Ford,Illinois,12961,40.59706922,-88.22350769
Ford,Kansas,33619,37.69200114,-99.88825298
Forest,Pennsylvania,7247,41.51095103,-79.23229292
Forest,Wisconsin,9004,45.66678019,-88.77084892
Forrest,Mississippi,74897,31.18961454,-89.25832496
Forsyth,Georgia,244252,34.22604035,-84.12315129999998
Forsyth,North Carolina,382295,36.12859861,-80.25459052
Fort Bend,Texas,811688,29.52704478,-95.77219463
Foster,North Dakota,3210,47.457108399999996,-98.88279923
Fountain,Indiana,16346,40.12361933,-87.24217689
Franklin city,Virginia,7967,36.6831435,-76.93859681
Franklin,Alabama,31362,34.44235334,-87.84289505
Franklin,Arkansas,17715,35.51202821,-93.89299569
Franklin,Florida,12125,29.83791238,-84.82731662
Franklin,Georgia,23349,34.37525597,-83.23159927
Franklin,Idaho,13876,42.18332217,-111.81496659999999
Franklin,Illinois,38469,37.99189086,-88.92567818
Franklin,Indiana,22758,39.4142482,-85.06062647
Franklin,Iowa,10070,42.73270384,-93.26256925
Franklin,Kansas,25544,38.56443815,-95.28644341
Franklin,Kentucky,50991,38.2379395,-84.87962551
Franklin,Maine,30199,44.97330019,-70.44381045
Franklin,Massachusetts,70180,42.58119713,-72.58602547
Franklin,Mississippi,7713,31.47786634,-90.89672989
Franklin,Missouri,103967,38.41127108,-91.07522826
Franklin,Nebraska,2979,40.17636348,-98.95299073
Franklin,New York,50022,44.59040891,-74.29926032
Franklin,North Carolina,69685,36.081519,-78.28708884
Franklin,Ohio,1316756,39.96995815,-83.01115755
Franklin,Pennsylvania,155027,39.92956518,-77.72157791
Franklin,Tennessee,42208,35.15634626,-86.09201039
Franklin,Texas,10725,33.17653242,-95.21917243
Franklin,Vermont,49402,44.85627605,-72.91249563
Franklin,Virginia,56042,36.99536167,-79.88023649
Franklin,Washington,95222,46.53351425,-118.9018212
Franklin,Louisiana,20015,32.13675181,-91.67589857
Frederick,Maryland,259547,39.47296601,-77.39999394
Frederick,Virginia,89313,39.20172582,-78.25974949
Fredericksburg,Virginia,29036,38.2977863,-77.4922454
Freeborn,Minnesota,30281,43.67385583,-93.34884422
Freestone,Texas,19717,31.70422788,-96.15072516
Fremont,Colorado,47839,38.47362326,-105.43996670000001
Fremont,Idaho,13099,44.22800938,-111.48099429999999
Fremont,Iowa,6960,40.74542720000001,-95.60129045
Fremont,Wyoming,39261,43.04183996,-108.6296893
Fresno,California,999101,36.75733899,-119.6466953
Frio,Texas,20306,28.86751206,-99.10804207
Frontier,Nebraska,2627,40.52993007,-100.3924658
Fulton,Arkansas,12477,36.38177105,-91.81729127
Fulton,Georgia,1063937,33.79216944,-84.46319413
Fulton,Illinois,34340,40.47289135,-90.20862357
Fulton,Indiana,19974,41.0469907,-86.26252745
Fulton,Kentucky,5969,36.55238827,-89.20140068
Fulton,New York,53383,43.11363907,-74.41798804
Fulton,Ohio,42126,41.60213491,-84.12571393
Fulton,Pennsylvania,14530,39.92913544,-78.11163677
Furnas,Nebraska,4676,40.17642064,-99.91247454
Gadsden,Florida,45660,30.57796289,-84.61915825
Gage,Nebraska,21513,40.26186809,-96.68946704
Gaines,Texas,21492,32.74055318,-102.6353295
Galax,Virginia,6347,36.66601852,-80.91703124
Gallatin,Illinois,4828,37.76430935,-88.22953869
Gallatin,Kentucky,8869,38.75398691,-84.8558382
Gallatin,Montana,114434,45.54486106,-111.1692571
Gallia,Ohio,29898,38.82708533,-82.31647569
Galveston,Texas,342139,29.40167322,-94.90469073
Garden,Nebraska,1837,41.61703149,-102.3313973
Garfield,Colorado,60061,39.59921777,-107.902708
Garfield,Montana,1258,47.27545948,-107.0002351
Garfield,Nebraska,1969,41.91428955,-98.99111827
Garfield,Oklahoma,61056,36.3791334,-97.78265517
Garfield,Utah,5051,37.7505441,-111.5012816
Garfield,Washington,2225,46.43197502,-117.54540320000001
Garland,Arkansas,99386,34.57692074,-93.14921604
Garrard,Kentucky,17666,37.638866799999995,-84.53289319
Garrett,Maryland,29014,39.52786077,-79.27355126
Garvin,Oklahoma,27711,34.70418038,-97.30811132
Garza,Texas,6229,33.17969345,-101.2984114
Gasconade,Missouri,14706,38.43947277,-91.50847147
Gaston,North Carolina,224529,35.29373559,-81.17477045
Gates,North Carolina,11562,36.44667547,-76.69749701
Geary,Kansas,31670,38.99871131,-96.7577178
Geauga,Ohio,93649,41.49952319,-81.17935342
Gem,Idaho,18112,44.06482372,-116.398376
Genesee,Michigan,405813,43.02244215,-83.70589709
Genesee,New York,57280,43.0022601,-78.19135193
Geneva,Alabama,26271,31.09389027,-85.83572839
Gentry,Missouri,6571,40.21097916,-94.40944419
George,Mississippi,24500,30.86259065,-88.64436789
Georgetown,South Carolina,62680,33.43443342,-79.33202141
Gibson,Indiana,33659,38.30393723,-87.58054938
Gibson,Tennessee,49133,35.99438059,-88.93358327
Gila,Arizona,54018,33.80190085,-110.8132779
Gilchrist,Florida,18582,29.72856978,-82.79880657
Giles,Tennessee,29464,35.20222469,-87.03992678
Giles,Virginia,16720,37.31234791,-80.70636931
Gillespie,Texas,26988,30.31824095,-98.94676915
Gilliam,Oregon,1912,45.37160076,-120.20488689999999
Gilmer,Georgia,31369,34.69316688,-84.45802506
Gilmer,West Virginia,7823,38.9251277,-80.85952723
Gilpin,Colorado,6243,39.85646523,-105.5252597
Glacier,Montana,13753,48.70513576,-112.9934235
Glades,Florida,13811,26.95635849,-81.18996211
Gladwin,Michigan,25449,43.98901072,-84.38774817
Glascock,Georgia,2971,33.22879932,-82.61297636
Glasscock,Texas,1409,31.86942909,-101.5207776
Glenn,California,28393,39.59875897,-122.3938452
Gloucester,New Jersey,291636,39.71581067,-75.13995546
Gloucester,Virginia,37348,37.40809042,-76.53524337
